45.000000	-130.000000	10.000000
45.002234	-129.999637	5.833083
45.004220	-129.998149	-2.309087
45.004914	-129.995133	-7.304169
45.005744	-129.992189	-17.124109
45.007991	-129.992064	-22.983561
45.009761	-129.990109	-28.213059
45.011567	-129.988219	-32.815390
45.011893	-129.985083	-41.134562
45.012983	-129.982309	-48.659022
45.014916	-129.980688	-52.405829
45.017161	-129.980496	-55.582997
45.019403	-129.980241	-60.776265
45.021132	-129.978216	-71.116999
45.023067	-129.976599	-75.805002
45.025290	-129.976115	-78.916244
45.027120	-129.974272	-85.389335
45.027681	-129.971202	-92.985943
45.029830	-129.970261	-95.937379
45.032075	-129.970446	-100.813959
45.034302	-129.970009	-106.927272
45.036477	-129.970822	-107.877873
45.038648	-129.969994	-112.308243
45.040897	-129.969923	-117.287344
45.043083	-129.970665	-123.154690
45.045292	-129.971258	-130.553276
45.046895	-129.969031	-134.277443
45.049125	-129.969441	-139.965178
45.051060	-129.967825	-144.025665
45.053309	-129.967898	-146.924523
45.054728	-129.965437	-156.056072
45.056968	-129.965722	-158.961834
45.058490	-129.963385	-162.817273
45.060685	-129.964075	-167.916830
45.062361	-129.961959	-175.331947
45.064579	-129.961435	-180.234837
45.066754	-129.960621	-183.066251
45.068928	-129.959807	-185.887852
45.071130	-129.960451	-190.581372
45.073358	-129.960009	-195.888123
45.075429	-129.958771	-201.190465
45.077458	-129.957404	-208.144598
45.079512	-129.956111	-212.086078
45.081747	-129.956463	-217.864892
45.083534	-129.954534	-222.052556
45.085708	-129.953719	-224.770799
45.087948	-129.954005	-230.328042
45.090122	-129.953188	-233.022457
45.091242	-129.950435	-239.544557
45.093212	-129.948903	-242.793347
45.095158	-129.947310	-248.013139
45.097377	-129.946792	-251.114476
45.099617	-129.946501	-256.185080
45.099725	-129.943329	-260.164931
45.101901	-129.942521	-262.778722
45.102956	-129.939717	-269.703534
45.103222	-129.936563	-270.420341
45.103755	-129.933478	-276.961147
45.105738	-129.931979	-284.079848
45.105353	-129.928849	-285.198229
45.106210	-129.925912	-290.026278
45.108293	-129.924716	-296.021402
45.109813	-129.922376	-304.161586
45.111993	-129.921593	-306.670401
45.114068	-129.920365	-307.599353
45.116248	-129.919583	-310.091162
45.117911	-129.917444	-313.834808
45.119722	-129.915560	-318.194062
45.121934	-129.914979	-321.115012
45.123850	-129.916641	-328.647953
45.126075	-129.916194	-338.197600
45.127476	-129.913707	-341.020561
45.127762	-129.910555	-342.344938
45.129136	-129.908039	-344.187374
45.131278	-129.907073	-349.996246
45.130755	-129.903983	-353.228462
45.132171	-129.901514	-356.839094
45.134037	-129.899739	-361.596344
45.134559	-129.896648	-364.463556
45.135678	-129.893891	-365.507450
45.136857	-129.891183	-367.437152
45.138941	-129.889989	-369.483086
45.141127	-129.889239	-371.796846
45.141415	-129.886088	-380.102520
45.143602	-129.885342	-382.390495
45.145827	-129.885797	-389.600442
45.148023	-129.885104	-392.708558
45.149841	-129.886974	-401.496645
45.151995	-129.887890	-405.800002
45.154180	-129.887136	-408.018192
45.156365	-129.886382	-410.226569
45.158564	-129.887054	-412.396173
45.160749	-129.886297	-414.585584
45.162962	-129.885721	-417.176314
45.165146	-129.884965	-419.345412
45.167136	-129.886448	-420.454049
45.168569	-129.883999	-429.777274
45.170727	-129.883102	-434.976429
45.172945	-129.882577	-441.018911
45.175151	-129.883201	-442.354597
45.177336	-129.882442	-444.447168
45.179578	-129.882702	-448.630429
45.181825	-129.882586	-453.458279
45.183823	-129.881125	-457.658589
45.185668	-129.879305	-460.734371
45.186511	-129.876356	-465.973108
45.188746	-129.876719	-467.710046
45.190931	-129.875961	-469.719134
45.193178	-129.875815	-477.189111
45.195282	-129.874692	-479.929523
45.197467	-129.873934	-481.898533
45.199142	-129.871810	-483.421344
45.200049	-129.868899	-489.273067
45.202123	-129.867669	-495.732068
45.204070	-129.866078	-499.616169
45.206291	-129.865567	-503.445800
45.208496	-129.864942	-509.378924
45.210657	-129.865824	-512.717122
45.212602	-129.864225	-519.454757
45.214694	-129.863057	-523.185171
45.215896	-129.865748	-522.661429
45.217656	-129.867729	-517.751783
45.219849	-129.867022	-522.902030
45.221947	-129.865875	-526.543904
45.223369	-129.863409	-532.936872
45.225371	-129.861957	-536.661384
45.227321	-129.860371	-541.718581
45.229507	-129.859618	-543.481683
45.231573	-129.858361	-547.779284
45.233759	-129.857609	-549.518301
45.235952	-129.858318	-556.028382
45.238183	-129.858715	-560.484357
45.239879	-129.856624	-566.530882
45.241624	-129.854615	-571.545383
45.243761	-129.853624	-575.232082
45.244638	-129.850692	-576.566841
45.246866	-129.850254	-582.132615
45.249058	-129.850969	-584.889205
45.251009	-129.849385	-590.617343
45.253181	-129.848557	-593.887969
45.254673	-129.846175	-601.000674
45.256862	-129.846910	-602.741138
45.259049	-129.846161	-604.300450
45.261259	-129.845569	-605.435416
45.263318	-129.844285	-608.792587
45.265551	-129.844665	-611.306030
45.267652	-129.845805	-613.142144
45.269769	-129.846882	-616.379100
45.271795	-129.845500	-621.740712
45.273914	-129.844428	-623.508586
45.276163	-129.844364	-626.666090
45.278409	-129.844535	-630.022940
45.280561	-129.845464	-635.631903
45.281321	-129.842465	-640.751016
45.282806	-129.840071	-644.144769
45.284326	-129.837724	-650.104329
45.286537	-129.838311	-652.179712
45.288723	-129.837558	-653.552098
45.290766	-129.836225	-659.149226
45.292757	-129.834741	-661.000651
45.294149	-129.832238	-666.397001
45.296330	-129.833021	-671.415661
45.298311	-129.831513	-676.059299
45.300529	-129.830976	-678.743545
45.302756	-129.831426	-681.728768
45.304922	-129.830566	-685.110387
45.307114	-129.831284	-687.932160
45.308683	-129.829000	-691.370340
45.310823	-129.828016	-690.781243
45.312610	-129.826081	-696.784566
45.314768	-129.826986	-698.788146
45.316954	-129.826236	-699.975982
45.319141	-129.825486	-701.154005
45.320597	-129.823055	-704.515372
45.322738	-129.824030	-709.131504
45.324977	-129.824342	-711.901096
45.325833	-129.821393	-714.842426
45.327770	-129.819771	-717.397745
45.329958	-129.819026	-718.502960
45.332157	-129.819694	-720.233295
45.334404	-129.819871	-721.213782
45.336619	-129.820428	-721.936026
45.338805	-129.819676	-723.003368
45.340759	-129.818097	-728.248495
45.342652	-129.816373	-730.286174
45.344839	-129.815624	-731.314612
45.346814	-129.814096	-734.816804
45.349031	-129.813564	-740.298200
45.351143	-129.812463	-741.897444
